FIZ1	nucleus	['Nucleus', 'Cytoplasm', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
CYP4F2	ER	['Cytoplasm', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Plasma membrane', 'Endomembrane system', 'Membrane', 'Membrane', 'Apical plasma membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network']
ZIM2	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
EPHX3	extracellular	['Extracellular region']
CASP14	nucleus	['Extracellular region', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Cytosol', 'Extracellular matrix', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
SLC1A6	golgi	['Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part', 'Cytoplasmic part']
FBL	nucleolus	['Fibrillar center', 'Nucleus', 'Nucleus', 'Nucleus', 'Nucleoplasm', 'Nucleoplasm', 'Nucleolus', 'Cajal body', 'Nuclear body', 'membrane-enclosed lumen']
CLC	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
EBI3	ER	['Extracellular region', 'Extracellular region', 'Extracellular space', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum lumen', 'Plasma membrane', 'Endomembrane system', 'Membrane', 'membrane-enclosed lumen']
TBCB	cytoskeleton	['Cytoplasm', 'Cytosol', 'Cytoskeleton', 'Microtubule cytoskeleton', 'Organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular non-membrane-bounded organelle', 'Intracellular part', 'Intracellular part']
FSD1	nucleus	['Nucleus', 'Cytoplasm', 'Microtubule organizing center', 'Cytoskeleton', 'Cell surface', 'Microtubule cytoskeleton', 'Cell division site', 'Cleavage furrow', 'Cell division site part', 'Organelle']
POLR2I	nucleus	['DNA-directed RNA polymerase complex', 'Nucleus', 'Nucleus', 'Nucleoplasm', 'DNA-directed RNA polymerase II, core complex', 'DNA-directed RNA polymerase II, holoenzyme', 'RNA polymerase complex', 'membrane-enclosed lumen', 'Nuclear lumen', 'Macromolecular complex']
APLP1	nucleus	['Extracellular region', 'Proteinaceous extracellular matrix', 'Basement membrane', 'Cytoplasm', 'Plasma membrane', 'Membrane', 'Extracellular matrix', 'Extracellular matrix component', 'Extracellular region part', 'Intracellular part']
TGFB1	golgi	['Extracellular region', 'Extracellular region', 'Extracellular region', 'Proteinaceous extracellular matrix', 'Extracellular space', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Golgi apparatus', 'Golgi lumen']
CEACAM4	membrane	['Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane', 'Membrane part', 'Plasma membrane part', 'Cell periphery']
PLIN3	golgi	['Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Endosome', 'Golgi apparatus', 'Cytosol', 'Endomembrane system', 'Endomembrane system', 'Transport vesicle']
CD79A	membrane	['Cytoplasm', 'Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane', 'Intracellular part', 'Membrane part', 'Plasma membrane part']
LIM2	membrane	['Plasma membrane', 'Membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Cell periphery']
NKG7	membrane	['Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane', 'Membrane part', 'Plasma membrane part', 'Cell periphery']
ICAM5	membrane	['Plasma membrane', 'Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane', 'Membrane part', 'Plasma membrane part']
CEACAM5	membrane	['Extracellular region', 'Plasma membrane', 'Membrane', 'Cell periphery']
CRX	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
SULT2A1	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
CDC37	extracellular	['Extracellular region', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
RABAC1	golgi	['Cytoplasm', 'Golgi apparatus', 'Plasma membrane', 'Synaptic vesicle', 'Endomembrane system', 'Membrane', 'Membrane', 'Integral component of membrane', 'Cell junction', 'Transport vesicle']
CNFN	extracellular	['Cornified envelope', 'Extracellular region', 'Cytoplasm', 'Plasma membrane', 'Membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part']
ZNRF4	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
HAS1	intracellular	['Cytoplasm', 'Intracellular part']
RAB3D	lysosome	['Lytic vacuole', 'Cytoplasm', 'Cytoplasm', 'Lysosome', 'Lysosomal membrane', 'Primary lysosome', 'Vacuole', 'Vacuolar membrane', 'Cytoskeleton', 'Microtubule']
DBP	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
CAPS	extracellular	['Extracellular region', 'Cytoplasm', 'Vesicle', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Intracellular part', 'Extracellular exosome']
EPOR	extracellular	['Extracellular region']
RASIP1	golgi	['Cytoplasm', 'Golgi apparatus', 'Golgi stack', 'Endomembrane system', 'Organelle subcompartment', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Organelle part']
FGF21	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
CACNG7	protein complex	['Plasma membrane', 'Plasma membrane', 'Integral component of plasma membrane', 'Ionotropic glutamate receptor complex', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane', 'AMPA glutamate receptor complex']
GCDH	mitochondria	['Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Mitochondrion', 'Mitochondrial matrix', 'membrane-enclosed lumen', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'membrane-bounded organelle']
DNASE2	lysosome	['Lytic vacuole', 'Cytoplasm', 'Lysosome', 'Vacuole', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part', 'Cytoplasmic part']
RPL18A	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
SLC5A5	nucleus	['Extracellular region', 'Nucleus', 'Membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Extracellular organelle', 'Intracellular membrane-bounded organelle', 'Extracellular region part']
ARRDC2	intracellular	['Cytoplasm', 'Plasma membrane', 'Membrane', 'Cytoplasmic vesicle', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular part', 'Cytoplasmic part']
PIK3R2	nucleus	['Nucleus', 'Cytoplasm', 'Cytosol', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part', 'Intracellular part', 'Cytoplasmic part']
RAB3A	endomembrane	['Acrosomal vesicle', 'Cytoplasm', 'Endosome', 'Synaptic vesicle', 'Endomembrane system', 'Vesicle membrane', 'Membrane', 'Transport vesicle', 'Secretory granule', 'Transport vesicle membrane']
PSENEN	endomembrane	['Golgi membrane', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Golgi apparatus', 'Golgi stack', 'Endomembrane system', 'Membrane', 'Organelle membrane', 'Organelle subcompartment']
MLL4	nucleus	['Nucleus', 'Nucleus', 'Nucleoplasm', 'membrane-enclosed lumen', 'Nuclear lumen', 'Macromolecular complex', 'Methyltransferase complex', 'Histone methyltransferase complex', 'Organelle', 'membrane-bounded organelle']
COMP	extracellular	['Extracellular region', 'Extracellular region', 'Extracellular region', 'Proteinaceous extracellular matrix', 'Extracellular space', 'Extracellular matrix', 'Extracellular region part', 'Extracellular region part']
UPK1A	extracellular	['Extracellular region', 'Membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
TMEM147	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
GAPDHS	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
HAMP	extracellular	['Extracellular region', 'Extracellular region', 'Extracellular region', 'Extracellular space', 'Extracellular region part']
USF2	nucleus	['Nucleus', 'Nucleus', 'Nucleoplasm', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'membrane-bounded organelle', 'Intracellular organelle']
KXD1	lysosome	['Lytic vacuole', 'Cytoplasm', 'Lysosome', 'Lysosomal membrane', 'Vacuole', 'Vacuolar membrane', 'Membrane', 'Organelle membrane', 'Organelle', 'membrane-bounded organelle']
FKBP8	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Integral component of membrane', 'Integral component of endoplasmic reticulum membrane', 'Intrinsic component of membrane', 'Intrinsic component of endoplasmic reticulum membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network']
ERF	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
GSK3A	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
SIPA1L3	cytoskeleton	['Stress fiber', 'Extracellular region', 'Extracellular space', 'Cytoskeleton', 'cell-cell junction', 'Actin cytoskeleton', 'Cell junction', 'Actin filament bundle', 'Actomyosin', 'Organelle']
CADM4	extracellular	['Extracellular region', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
PON1	protein complex	['Extracellular region', 'Extracellular region', 'Extracellular space', 'Extracellular space', 'Macromolecular complex', 'protein-lipid complex', 'Plasma lipoprotein particle', 'high-density lipoprotein particle', 'high-density lipoprotein particle', 'Spherical high-density lipoprotein particle']
CYP3A43	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
ABCF2	mitochondria	['Cytoplasm', 'Mitochondrion', 'Mitochondrial envelope', 'Plasma membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Organelle envelope', 'GO:0031975', 'Macromolecular complex']
HGF	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
LAMB1	ER	['Extracellular region', 'Cytoplasm', 'Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum lumen', 'Endomembrane system', 'membrane-enclosed lumen', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle']
WNT16	extracellular	['Extracellular region', 'Extracellular region', 'Extracellular space', 'Cytoplasm', 'Extracellular region part', 'Intracellular part']
CPA2	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
CPA4	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
GTPBP10	nucleolus	['Nucleus', 'Chromosome', 'Nucleolus', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
TFPI2	extracellular	['Extracellular region', 'Extracellular region', 'Proteinaceous extracellular matrix', 'Extracellular matrix', 'Extracellular matrix', 'Extracellular region part', 'Extracellular region part']
BET1	golgi	['Golgi membrane', 'Cytoplasm', 'Endoplasmic reticulum-Golgi intermediate compartment', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Transport vesicle', 'Organelle membrane', 'Cytoplasmic vesicle', 'Vesicle']
NAMPT	extracellular	['Extracellular region', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
TWISTNB	nucleolus	['DNA-directed RNA polymerase complex', 'Nucleus', 'Nucleolus', 'DNA-directed RNA polymerase I complex', 'RNA polymerase complex', 'membrane-enclosed lumen', 'Nuclear lumen', 'Macromolecular complex', 'Organelle', 'membrane-bounded organelle']
PON2	mitochondria	['Lytic vacuole', 'Nucleus', 'Cytoplasm', 'Mitochondrion', 'Lysosome', 'Vacuole', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
ITGB8	protein complex	['Extracellular region', 'Plasma membrane', 'Integral component of plasma membrane', 'Integrin complex', 'Cell surface', 'Membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane']
HBP1	nucleus	['Nucleus', 'Nucleoplasm', 'Nucleoplasm', 'Nuclear body', 'Nuclear speck', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle']
SP4	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
DLX5	nucleus	['Nuclear chromosome', 'Chromatin', 'Nuclear chromatin', 'Nucleus', 'Chromosome', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle']
MPP6	extracellular	['Extracellular region', 'Membrane', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
OGDH	protein complex	['Cytoplasm', 'Macromolecular complex', 'Protein complex', 'Intracellular part', 'Cytoplasmic part', 'Tricarboxylic acid cycle enzyme complex', 'Dihydrolipoyl dehydrogenase complex', 'Oxoglutarate dehydrogenase complex', 'Catalytic complex', 'Oxidoreductase complex']
NPVF	extracellular	['Extracellular region']
CAV2	golgi	['Golgi membrane', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Golgi apparatus', 'Plasma membrane', 'Plasma membrane', 'Plasma membrane', 'Integral component of plasma membrane']
HOXA2	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
LFNG	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Integral component of membrane', 'Integral component of Golgi membrane', 'Organelle membrane', 'Intrinsic component of membrane', 'Intrinsic component of Golgi membrane']
HOXA5	nucleus	['Nucleus', 'Nucleus', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular membrane-bounded organelle']
HOXA6	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
TSPAN12	membrane	['Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Membrane', 'Membrane', 'Integral component of membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane']
HOXA13	nucleus	['Nucleus', 'Nucleoplasm', 'Cytoskeleton', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
CHN2	intracellular	['Cytoplasm', 'Membrane', 'Intracellular part']
ABHD11	mitochondria	['Cytoplasm', 'Mitochondrion', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part', 'Cytoplasmic part']
FKBP14	intracellular	['Cytoplasm', 'Intracellular part']
STX1A	endomembrane	['Extracellular region', 'Cytoplasm', 'Cytoplasm', 'Synaptic vesicle', 'Synaptic vesicle', 'Endomembrane system', 'Endomembrane system', 'Vesicle membrane', 'Membrane', 'Membrane']
NOD1	membrane	['Cytoplasm', 'Cytoplasm', 'Plasma membrane', 'Plasma membrane', 'Plasma membrane', 'Membrane', 'Membrane', 'Basolateral plasma membrane', 'Basolateral plasma membrane', 'Apical plasma membrane']
CCL24	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
PDAP1	endomembrane	['Extracellular region', 'Cytoplasm', 'Endomembrane system', 'Secretory granule', 'Cytoplasmic vesicle', 'membrane-enclosed lumen', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle']
BUD31	nucleus	['Nucleus', 'Spliceosomal complex', 'Intracellular ribonucleoprotein complex', 'Macromolecular complex', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Organelle part', 'Intracellular part']
CYP3A5	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'membrane-bounded organelle']
SNX8	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part', 'Vesicle', 'Organelle', 'membrane-bounded organelle']
WASL	extracellular	['Extracellular region', 'Cytoplasm', 'Cytosol', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Intracellular part', 'Cytoplasmic part']
HYAL4	membrane	['Cell surface']
AIMP2	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
TFR2	protein complex	['Cytoplasm', 'Plasma membrane', 'Plasma membrane', 'Membrane', 'Membrane', 'Cytoplasmic vesicle', 'Vesicle', 'Macromolecular complex', 'Organelle', 'membrane-bounded organelle']
MOSPD3	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
PCOLCE	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
RBM28	nucleolus	['Nucleus', 'Nucleolus', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular non-membrane-bounded organelle']
SERPINE1	endomembrane	['Extracellular region', 'Extracellular region', 'Extracellular space', 'Cytoplasm', 'Plasma membrane', 'Endomembrane system', 'Membrane', 'Secretory granule', 'Extracellular matrix', 'Platelet alpha granule']
MOGAT3	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
C1GALT1	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Organelle membrane', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
PLOD3	golgi	['Extracellular region', 'Cytoplasm', 'Golgi apparatus', 'trans-Golgi network', 'Endomembrane system', 'Extracellular matrix', 'Organelle subcompartment', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle']
RPA3	nucleus	['Nuclear chromosome', 'Nucleus', 'Nucleus', 'Replication fork', 'DNA replication factor A complex', 'Chromosome', 'Replisome', 'membrane-enclosed lumen', 'Nuclear lumen', 'Macromolecular complex']
FIS1	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endomembrane system', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part', 'Cytoplasmic part']
MYL10	mitochondria	['Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Cytosol', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part', 'Intracellular part']
NRF1	nucleus	['Extracellular region', 'Nucleus', 'Vesicle', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Extracellular organelle', 'Intracellular membrane-bounded organelle']
CEP41	cytoplasm	['Cytoplasm', 'Cytosol', 'Intracellular part', 'Cytoplasmic part']
ZNF862	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
MEST	extracellular	['Extracellular region', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Extracellular exosome', 'Extracellular vesicle']
RARRES2	endomembrane	['Extracellular region', 'Extracellular region', 'Cytoplasm', 'Endomembrane system', 'Secretory granule', 'Extracellular matrix', 'Platelet dense granule lumen', 'Cytoplasmic vesicle', 'membrane-enclosed lumen', 'Vesicle']
GIMAP2	intracellular	['Cytoplasm', 'Lipid particle', 'Lipid particle', 'Organelle', 'Organelle', 'non-membrane-bounded organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular organelle', 'Intracellular non-membrane-bounded organelle']
PSMA2	nucleus	['Proteasome complex', 'Extracellular region', 'Nucleus', 'Vesicle', 'Macromolecular complex', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Extracellular organelle', 'Intracellular membrane-bounded organelle']
MRPL32	mitochondria	['Organellar ribosome', 'Organellar ribosome', 'Organellar large ribosomal subunit', 'Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Mitochondrion', 'Mitochondrial matrix', 'Mitochondrial matrix', 'Mitochondrial ribosome']
COA1	ribosome	['Cytoplasm', 'Cytosol', 'Ribosome', 'Large ribosomal subunit', 'Cytosolic large ribosomal subunit', 'Cytosolic ribosome', 'Intracellular ribonucleoprotein complex', 'Macromolecular complex', 'Organelle', 'non-membrane-bounded organelle']
AEBP1	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
MYL7	cytoskeleton	['Cytoplasm', 'Cytoplasm', 'Cytosol', 'Myofibril', 'Sarcomere', 'A band', 'Organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular non-membrane-bounded organelle']
GCK	nucleus	['Nucleus', 'Nucleoplasm', 'Cytoplasm', 'Cytosol', 'membrane-enclosed lumen', 'Nuclear lumen', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
YKT6	mitochondria	['Golgi membrane', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Mitochondrion', 'Endosome', 'Endoplasmic reticulum', 'Endoplasmic reticulum-Golgi intermediate compartment', 'Golgi apparatus']
CLIP2	cytoskeleton	['Cytoplasm', 'Cytoskeleton', 'Microtubule', 'Cytoplasmic microtubule', 'Microtubule cytoskeleton', 'Organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular non-membrane-bounded organelle', 'Organelle part']
ZNF510	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
ZNF688	nucleus	['Nucleus', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
CHMP5	extracellular	['Extracellular region', 'Cytoplasm', 'Cytosol', 'Vesicle', 'Organelle', 'membrane-bounded organelle', 'Extracellular organelle', 'Extracellular region part', 'Intracellular part', 'Cytoplasmic part']
FKTN	golgi	['Golgi membrane', 'Cytoplasm', 'Golgi apparatus', 'Endomembrane system', 'Membrane', 'Membrane', 'Integral component of membrane', 'Organelle membrane', 'Intrinsic component of membrane', 'Organelle']
SEC61B	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Sec61 translocon complex', 'Endoplasmic reticulum membrane', 'Rough endoplasmic reticulum', 'Endomembrane system', 'Membrane', 'Rough endoplasmic reticulum membrane', 'Organelle membrane', 'Macromolecular complex']
C5	extracellular	['Extracellular region', 'Extracellular region', 'Extracellular space', 'Extracellular region part']
TNFSF8	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
RLN1	extracellular	['Extracellular region']
PLGRKT	mitochondria	['Cytoplasm', 'Mitochondrion', 'Plasma membrane', 'Integral component of plasma membrane', 'Membrane', 'Integral component of membrane', 'Intrinsic component of membrane', 'Intrinsic component of plasma membrane', 'Organelle', 'membrane-bounded organelle']
EDF1	nucleus	['Extracellular region', 'Nucleus', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Vesicle', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'membrane-bounded organelle']
SETX	nucleus	['Nuclear chromosome', 'Nucleus', 'Nucleus', 'Nucleoplasm', 'Chromosome', 'Cytoplasm', 'Axon', 'Growth cone', 'Site of polarized growth', 'membrane-enclosed lumen']
C8G	extracellular	['Extracellular region']
VIM	extracellular	['Extracellular region', 'Extracellular matrix', 'Extracellular region part']
BLNK	intracellular	['Cytoplasm', 'Intracellular part']
CYP26A1	ER	['Cytoplasm', 'Endoplasmic reticulum', 'Endoplasmic reticulum membrane', 'Endomembrane system', 'Membrane', 'Nuclear outer membrane-endoplasmic reticulum membrane network', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle']
RBP3	extracellular	['Extracellular region', 'Proteinaceous extracellular matrix', 'Extracellular matrix', 'Interphotoreceptor matrix', 'Extracellular matrix component', 'Extracellular region part', 'Cone matrix sheath']
GDF10	extracellular	['Extracellular region', 'Extracellular space', 'Extracellular region part']
ATE1	nucleus	['Nucleus', 'Cytoplasm', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part']
FAM190B	cytoskeleton	['Cytoskeleton', 'Microtubule cytoskeleton', 'Organelle', 'non-membrane-bounded organelle', 'Intracellular organelle', 'Intracellular non-membrane-bounded organelle', 'Intracellular part']
BMPR1A	protein complex	['Plasma membrane', 'Membrane', 'Macromolecular complex', 'Receptor complex', 'Membrane part', 'Plasma membrane part', 'Cell periphery', 'Plasma membrane receptor complex', 'HFE-transferrin receptor complex']
ACTA2	protein complex	['Extracellular region', 'Extracellular space', 'Cytoplasm', 'Cytoskeleton', 'Vesicle', 'Macromolecular complex', 'Organelle', 'Organelle', 'membrane-bounded organelle', 'non-membrane-bounded organelle']
SFXN3	mitochondria	['Cytoplasm', 'Mitochondrion', 'Organelle', 'membrane-bounded organelle', 'Intracellular organelle', 'Intracellular membrane-bounded organelle', 'Intracellular part', 'Cytoplasmic part']
